;issn;journal_name;citation_count_sum;paper_count_sum;avg_cites_per_paper;ranking;proj_ai
2934;1751-8369;polar research;390.0;201.0;1.9402985074626864;B;0.428
2935;1573-0891;policy sciences;322.0;97.0;3.31958762886598;B;0.84
2936;1509-8117;polish journal of chemical technology;194.0;251.0;0.7729083665338645;D;0.134
2937;1899-4741;polish journal of chemical technology;194.0;251.0;0.7729083665338645;A;0.134
2938;1233-9687;polish journal of pathology;237.0;204.0;1.161764705882353;;0.22399999999999998
2939;2084-9869;polish journal of pathology;237.0;204.0;1.161764705882353;D;0.22399999999999998
2940;1505-1773;polish journal of veterinary sciences;418.0;441.0;0.947845804988662;A;0.174
2941;2083-7429;polish maritime research;117.0;138.0;0.8478260869565217;;0.151
2942;0138-0338;polish polar research;182.0;122.0;1.4918032786885247;B;0.307
2943;2081-8262;polish polar research;182.0;122.0;1.4918032786885247;;0.307
2944;1641-7844;polish psychological bulletin;84.0;114.0;0.7368421052631579;D;0.127
2945;1665-2037;politica y gobierno;44.0;36.0;1.2222222222222223;D;0.239
2946;1573-6687;political behavior;619.0;161.0;3.8447204968944098;C;1.011
2947;1470-1014;politikon;73.0;90.0;0.8111111111111111;D;0.14300000000000002
2948;0277-5387;polyhedron;5434.0;2744.0;1.9803206997084548;A;0.439
2949;0032-3861;polymer;14874.0;3758.0;3.957956359765833;C;1.048
2950;1436-2449;polymer bulletin;1609.0;1068.0;1.506554307116105;C;0.311
2951;2073-4360;polymers;2070.0;449.0;4.6102449888641415;D;1.27
2952;1573-7810;population and environment;400.0;118.0;3.3898305084745757;D;0.863
2953;1438-390X;population ecology;483.0;275.0;1.7563636363636363;A;0.377
2954;1478-7954;population health metrics;879.0;170.0;5.170588235294118;B;1.4669999999999999
2955;1573-7829;population research and policy review;377.0;189.0;1.9947089947089949;A;0.44299999999999995
2956;1617-9838;portuguese economic journal;26.0;39.0;0.6666666666666666;B;0.11199999999999999
2957;1572-9281;positivity;180.0;214.0;0.8411214953271028;B;0.149
2958;1642-395X;postepy dermatologii i alergologii;214.0;127.0;1.68503937007874;C;0.358
2959;0032-5449;postepy higieny i medycyny doswiadczalnej;369.0;361.0;1.0221606648199446;;0.191
2960;1734-9338;postepy w kardiologii interwencyjnej;1.0;1.0;1.0;D;0.18600000000000005
2961;1871-4528;potato research;167.0;121.0;1.3801652892561984;C;0.27899999999999997
2962;1572-929X;potential analysis;317.0;240.0;1.3208333333333333;B;0.264
2963;1687-4765;ppar research;589.0;233.0;2.5278969957081543;B;0.597
2964;1573-1618;precision agriculture;659.0;235.0;2.804255319148936;;0.68
2965;1573-6695;prevention science;1289.0;300.0;4.296666666666667;;1.163
2966;1610-7365;primates;392.0;228.0;1.7192982456140349;B;0.3670000000000001
2967;1432-2064;probability theory and related fields;965.0;349.0;2.765042979942693;C;0.6679999999999999
2968;1867-1314;probiotics and antimicrobial proteins;256.0;140.0;1.8285714285714283;A;0.397
2969;1613-7574;procare;3.0;15.0;0.2;B;0.025
2970;1943-5665;proceedings of the american thoracic society;748.0;307.0;2.436482084690554;D;0.569
2971;1863-7353;production engineering;411.0;341.0;1.2052785923753666;B;0.235
2972;2192-6360;progress in artificial intelligence;106.0;49.0;2.163265306122449;;0.49
2973;2196-1042;progress in orthodontics;289.0;172.0;1.680232558139535;;0.35700000000000004
2974;1555-5615;progress in physics;3.0;14.0;0.21428571428571427;D;0.027000000000000003
2975;2050-3911;progress of theoretical and experimental physics;666.0;302.0;2.2052980132450335;D;0.502
2976;2309-3072;project baikal;1.0;2.0;0.5;B;0.078
2977;1573-9090;prospects;196.0;154.0;1.2727272727272727;A;0.252
2978;2090-312X;prostate cancer;265.0;103.0;2.5728155339805827;D;0.61
2979;1674-800X;protein & cell;1523.0;513.0;2.968810916179337;D;0.73
2980;1674-8018;protein & cell;1523.0;513.0;2.968810916179337;A;0.73
2981;1477-5956;proteome science;964.0;362.0;2.6629834254143647;A;0.637
2982;1434-4610;protist;811.0;262.0;3.0954198473282437;D;0.77
2983;1615-6102;protoplasma;1541.0;546.0;2.8223443223443225;D;0.685
2984;1807-0310;psicologia & sociedade;241.0;352.0;0.6846590909090909;;0.115
2985;1807-0329;psicologia em estudo;225.0;254.0;0.8858267716535433;A;0.159
2986;0211-2159;psicologica;212.0;296.0;0.7162162162162162;D;0.122
2987;0214-9915;psicothema;1051.0;541.0;1.942698706099815;B;0.428
2988;1886-144X;psicothema;1051.0;541.0;1.942698706099815;;0.428
2989;0048-5705;psihologija;75.0;87.0;0.8620689655172413;D;0.154
2990;1451-9283;psihologija;75.0;87.0;0.8620689655172413;;0.154
2991;0033-2674;psychiatria polska;167.0;269.0;0.620817843866171;;0.102
2992;1573-6709;psychiatric quarterly;324.0;178.0;1.820224719101124;C;0.395
2993;0033-2879;psychologica belgica;168.0;99.0;1.6969696969696968;;0.361
2994;2054-670X;psychologica belgica;168.0;99.0;1.6969696969696968;;0.361
2995;1938-9728;psychological injury and law;157.0;118.0;1.3305084745762712;B;0.266
2996;2083-8506;psychology of language and communication;29.0;42.0;0.6904761904761905;C;0.11699999999999999
2997;1860-0980;psychometrika;565.0;188.0;3.0053191489361697;C;0.742
2998;0306-4530;psychoneuroendocrinology;6891.0;1135.0;6.07136563876652;D;1.796
2999;1531-5320;psychonomic bulletin & review;2711.0;740.0;3.6635135135135135;B;0.951
3000;1432-2072;psychopharmacology;7574.0;1881.0;4.026581605528973;B;1.071
3001;0033-3182;psychosomatics;1094.0;455.0;2.4043956043956043;B;0.56
3002;1432-2080;psychotherapeut;179.0;205.0;0.8731707317073171;;0.157
3003;1613-7604;psychotherapie forum;22.0;15.0;1.4666666666666666;D;0.301
3004;1573-7101;public choice;1176.0;551.0;2.134301270417423;C;0.48200000000000004
3005;1573-7098;public organization review;193.0;110.0;1.7545454545454546;;0.377
3006;1613-7159;public transport;151.0;60.0;2.5166666666666666;A;0.593
3007;1936-4792;publishing research quarterly;115.0;106.0;1.0849056603773586;;0.20600000000000002
3008;1862-2569;publizistik;63.0;73.0;0.8630136986301371;D;0.154
3009;2090-1844;pulmonary medicine;462.0;172.0;2.6860465116279064;B;0.644
3010;1420-9136;pure and applied geophysics;1301.0;670.0;1.9417910447761195;B;0.428
3011;1573-9546;purinergic signalling;713.0;229.0;3.1135371179039297;D;0.775
3012;2081-6383;quaestiones geographicae;122.0;117.0;1.0427350427350428;A;0.196
3013;1573-7837;qualitative sociology;241.0;125.0;1.9280000000000002;C;0.424
3014;1662-3592;qualitative theory of dynamical systems;90.0;72.0;1.25;D;0.24600000000000002
3015;1573-7845;quality & quantity;1131.0;662.0;1.7084592145015105;B;0.364
3016;1573-2649;quality of life research;4048.0;1111.0;3.6435643564356432;B;0.945
3017;1759-7323;quantitative economics;421.0;94.0;4.47872340425532;A;1.225
3018;1759-7331;quantitative economics;421.0;94.0;4.47872340425532;;1.225
3019;1573-1332;quantum information processing;1177.0;607.0;1.9390444810543657;B;0.4270000000000001
3020;1572-9443;queueing systems;303.0;224.0;1.3526785714285714;;0.272
3021;0100-4042;quimica nova;1436.0;1307.0;1.0986993114001529;C;0.209
3022;1867-1756;race and social problems;166.0;100.0;1.66;D;0.35100000000000003
3023;1432-2099;radiation and environmental biophysics;582.0;290.0;2.0068965517241377;;0.446
3024;1748-717X;radiation oncology;3616.0;1104.0;3.27536231884058;C;0.826
3025;1941-0832;radical teacher;24.0;62.0;0.3870967741935484;;0.055999999999999994
3026;1210-2512;radioengineering;85.0;70.0;1.2142857142857142;D;0.237
3027;1805-9600;radioengineering;85.0;70.0;1.2142857142857142;;0.237
3028;1078-8174;radiography;291.0;263.0;1.1064638783269962;C;0.21100000000000002
3029;1678-7099;radiologia brasileira;367.0;358.0;1.0251396648044693;C;0.192
3030;1865-0341;radiological physics and technology;167.0;157.0;1.0636942675159236;B;0.201
3031;1318-2099;radiology and oncology;445.0;235.0;1.893617021276596;;0.415
3032;1581-3207;radiology and oncology;445.0;235.0;1.893617021276596;A;0.415
3033;1930-0433;radiology case reports;29.0;105.0;0.2761904761904762;A;0.037000000000000005
3034;2090-195X;radiology research and practice;119.0;88.0;1.3522727272727273;C;0.272
3035;0217-2445;raffles bulletin of zoology;43.0;47.0;0.9148936170212766;D;0.166
3036;2076-9172;rambam maimonides medical journal;160.0;104.0;1.5384615384615383;D;0.319
3037;0190-0528;rangelands;103.0;168.0;0.6130952380952381;D;0.1
3038;1890-6729;rangifer;40.0;73.0;0.547945205479452;;0.087
3039;1867-7185;rare metals;614.0;646.0;0.9504643962848296;D;0.174
3040;2036-3613;rare tumors;210.0;240.0;0.875;C;0.157
3041;1869-4179;raumforschung und raumordnung;118.0;126.0;0.9365079365079364;D;0.171
3042;1573-0905;reading and writing;1025.0;364.0;2.815934065934066;D;0.6829999999999999
3043;1434-5196;rechtsmedizin;126.0;203.0;0.6206896551724138;C;0.102
3044;1307-6167;records of natural products;110.0;62.0;1.7741935483870968;A;0.382
3045;1436-378X;regional environmental change;1672.0;487.0;3.433264887063655;D;0.877
3046;2090-2875;rehabilitation research and practice;225.0;98.0;2.295918367346939;D;0.528
3047;2072-4292;remote sensing;5401.0;1550.0;3.4845161290322584;D;0.893
3048;1477-7827;reproductive biology and endocrinology;2023.0;671.0;3.014903129657228;D;0.745
3049;1742-4755;reproductive health;1144.0;278.0;4.115107913669065;C;1.101
3050;1447-0578;reproductive medicine and biology;61.0;97.0;0.6288659793814433;C;0.10400000000000001
3051;1432-010X;requirements engineering;460.0;200.0;2.3;C;0.53
3052;1572-8692;res publica;74.0;107.0;0.6915887850467289;B;0.11699999999999999
3053;2350-0565;research and humanities in medical education;;;;D;
3054;1793-7078;research and practice in technology enhanced learning;19.0;15.0;1.2666666666666666;D;0.25
3055;1435-6066;research in engineering design;262.0;102.0;2.5686274509803924;D;0.609
3056;1573-188X;research in higher education;753.0;188.0;4.00531914893617;C;1.064
3057;2156-7077;research in learning technology;360.0;141.0;2.5531914893617023;B;0.604
3058;1573-1898;research in science education;633.0;287.0;2.205574912891986;D;0.502
3059;2278-4535;research journal of biotechnology;11.0;13.0;0.8461538461538461;;0.151
3060;2278-4527;research journal of chemistry and environment;11.0;19.0;0.5789473684210527;D;0.09300000000000001
3061;1994-7909;research journal of immunology;16.0;15.0;1.0666666666666669;C;0.201
3062;2077-2211;research journal of immunology;16.0;15.0;1.0666666666666669;B;0.201
3063;1994-7925;research journal of obstetrics and gynecology;5.0;6.0;0.8333333333333334;D;0.14800000000000002
3064;2077-222X;research journal of obstetrics and gynecology;5.0;6.0;0.8333333333333334;A;0.14800000000000002
3065;1687-6830;research letters in materials science;10.0;1.0;10.0;C;3.365
3066;1568-5675;research on chemical intermediates;1547.0;944.0;1.6387711864406782;D;0.34600000000000003
3067;2083-8573;research works of air force institute of technology;2.0;3.0;0.6666666666666666;A;0.11199999999999999
3068;1465-9921;respiratory research;3262.0;764.0;4.269633507853404;;1.153
3069;1465-993X;respiratory research;3262.0;764.0;4.269633507853404;D;1.153
3070;1420-9012;results in mathematics;252.0;259.0;0.972972972972973;C;0.179
3071;0300-9572;resuscitation;7846.0;1905.0;4.118635170603675;D;1.102
3072;1742-4690;retrovirology;2177.0;1126.0;1.933392539964476;D;0.426
3073;1573-7136;review of accounting studies;790.0;179.0;4.4134078212290495;D;1.202
3074;1573-7144;review of derivatives research;68.0;56.0;1.2142857142857142;B;0.237
3075;1434-4750;review of economic design;59.0;60.0;0.9833333333333332;A;0.182
3076;1573-7152;review of economics of the household;273.0;136.0;2.0073529411764706;D;0.446
3077;1573-7160;review of industrial organization;261.0;170.0;1.535294117647059;D;0.319
3078;1863-6691;review of managerial science;162.0;77.0;2.103896103896104;D;0.473
3079;1878-5166;review of philosophy and psychology;374.0;172.0;2.1744186046511627;B;0.494
3080;1573-7179;review of quantitative finance and accounting;399.0;258.0;1.5465116279069768;D;0.321
3081;2211-4866;review of religious research;125.0;116.0;1.0775862068965518;D;0.204
3082;1610-2886;review of world economics;505.0;155.0;3.2580645161290325;C;0.821
3083;1573-5184;reviews in fish biology and fisheries;755.0;230.0;3.282608695652174;D;0.8290000000000001
3084;1605-8127;reviews on advanced materials science;41.0;18.0;2.2777777777777777;B;0.523
3085;1330-2965;revija za socijalnu politiku;6.0;26.0;0.2307692307692308;A;0.028999999999999998
3086;1845-6014;revija za socijalnu politiku;6.0;26.0;0.2307692307692308;C;0.028999999999999998
3087;0100-6762;revista arvore;444.0;503.0;0.8827037773359839;C;0.159
3088;0034-7094;revista brasileira de anestesiologia;544.0;590.0;0.9220338983050848;D;0.168
3089;1806-907X;revista brasileira de anestesiologia;544.0;590.0;0.9220338983050848;;0.168
3090;0100-0683;revista brasileira de ciencia do solo;1264.0;872.0;1.4495412844036697;D;0.29600000000000004
3091;0102-7638;revista brasileira de cirurgia cardiovascular;159.0;152.0;1.0460526315789471;;0.19699999999999998
3092;1806-9134;revista brasileira de economia;58.0;80.0;0.725;D;0.124
3093;1984-0446;revista brasileira de enfermagem;1156.0;965.0;1.1979274611398965;C;0.233
3094;1807-1929;revista brasileira de engenharia agricola e ambiental;968.0;818.0;1.1833740831295845;D;0.23
3095;0085-5626;revista brasileira de entomologia;346.0;319.0;1.084639498432602;;0.20600000000000002
3096;1806-9665;revista brasileira de entomologia;346.0;319.0;1.084639498432602;D;0.20600000000000002
3097;1980-5497;revista brasileira de epidemiologia;837.0;394.0;2.1243654822335025;D;0.479
3098;0100-2945;revista brasileira de fruticultura;771.0;778.0;0.9910025706940874;A;0.184
3099;1806-9967;revista brasileira de fruticultura;771.0;778.0;0.9910025706940874;C;0.184
3100;1806-0870;revista brasileira de hematologia e hemoterapia;414.0;414.0;1.0;D;0.18600000000000005
3101;1517-8692;revista brasileira de medicina do esporte;319.0;320.0;0.996875;B;0.185
3102;1806-9940;revista brasileira de medicina do esporte;319.0;320.0;0.996875;D;0.185
3103;1982-4351;revista brasileira de meteorologia;129.0;177.0;0.7288135593220338;;0.125
3104;1982-8551;revista brasileira de oftalmologia;64.0;119.0;0.5378151260504201;B;0.085
3105;1982-4378;revista brasileira de ortopedia;306.0;537.0;0.5698324022346368;D;0.092
3106;1984-2961;revista brasileira de parasitologia veterinaria;596.0;378.0;1.5767195767195767;D;0.32899999999999996
3107;0034-7329;revista brasileira de politica internacional;101.0;100.0;1.01;B;0.188
3108;1516-4446;revista brasileira de psiquiatria;1024.0;430.0;2.3813953488372093;D;0.5529999999999999
3109;1809-452X;revista brasileira de psiquiatria;1024.0;430.0;2.3813953488372093;;0.5529999999999999
3110;0482-5004;revista brasileira de reumatologia;591.0;406.0;1.4556650246305418;D;0.298
3111;1809-4570;revista brasileira de reumatologia;591.0;406.0;1.4556650246305418;;0.298
3112;0100-316X;revista caatinga;229.0;282.0;0.8120567375886525;C;0.14300000000000002
3113;1983-2125;revista caatinga;229.0;282.0;0.8120567375886525;A;0.14300000000000002
3114;1982-0216;revista cefac;861.0;580.0;1.4844827586206897;D;0.305
3115;0717-7348;revista chilena de enfermedades respiratorias;28.0;48.0;0.5833333333333334;D;0.094
3116;0716-078X;revista chilena de historia natural;184.0;190.0;0.9684210526315792;;0.17800000000000002
3117;0717-6317;revista chilena de historia natural;184.0;190.0;0.9684210526315792;D;0.17800000000000002
3118;0718-2295;revista chilena de literatura;14.0;46.0;0.3043478260869565;;0.042
3119;1806-6690;revista ciencia agronomica;539.0;490.0;1.1;;0.209
3120;0104-4230;revista da associacao medica brasileira;924.0;632.0;1.4620253164556962;D;0.3
3121;0080-6234;revista da escola de enfermagem da usp;2178.0;1596.0;1.3646616541353382;D;0.275
3122;1980-220X;revista da escola de enfermagem da usp;2178.0;1596.0;1.3646616541353382;D;0.275
3123;1982-0232;revista da sociedade brasileira de fonoaudiologia;421.0;243.0;1.7325102880658436;D;0.371
3124;0037-8682;revista da sociedade brasileira de medicina tropical;1159.0;803.0;1.4433374844333748;;0.295
3125;1678-9849;revista da sociedade brasileira de medicina tropical;1159.0;803.0;1.4433374844333748;B;0.295
3126;0718-1957;revista de biologia marina y oceanografia;223.0;246.0;0.9065040650406504;B;0.16399999999999998
3127;0034-7744;revista de biologia tropical;678.0;834.0;0.8129496402877698;C;0.14300000000000002
3128;1133-455X;revista de economia aplicada;46.0;63.0;0.7301587301587301;B;0.125
3129;1806-9479;revista de economia e sociologia rural;129.0;155.0;0.832258064516129;A;0.147
3130;1576-0162;revista de economia mundial;59.0;88.0;0.6704545454545454;D;0.11199999999999999
3131;0123-885X;revista de estudios sociales;74.0;108.0;0.6851851851851852;D;0.115
3132;1900-5180;revista de estudios sociales;74.0;108.0;0.6851851851851852;D;0.115
3133;1988-3188;revista de indias;20.0;45.0;0.4444444444444444;;0.067
3134;1853-8665;revista de la facultad de ciencias agrarias;34.0;79.0;0.4303797468354431;A;0.064
3135;1988-4192;revista de literatura;10.0;19.0;0.5263157894736842;;0.083
3136;0034-8570;revista de metalurgia;138.0;222.0;0.6216216216216216;D;0.102
3137;1988-4222;revista de metalurgia;138.0;222.0;0.6216216216216216;A;0.102
3138;0034-8910;revista de saude publica;2487.0;1118.0;2.2245080500894456;C;0.508
3139;0036-4665;revista do instituto de medicina tropical de sao paulo;499.0;350.0;1.4257142857142855;D;0.29
3140;0210-0614;revista espanola de documentacion cientifica;119.0;148.0;0.8040540540540541;B;0.141
3141;1130-0108;revista espanola de enfermedades digestivas;572.0;584.0;0.9794520547945206;;0.18100000000000002
3142;1135-5727;revista espanola de salud publica;370.0;316.0;1.1708860759493671;A;0.22699999999999998
3143;1577-0354;revista internacional de medicina y ciencias de la actividad fisica y del deporte;59.0;105.0;0.5619047619047619;D;0.09
3144;0034-9712;revista internacional de sociologia;106.0;141.0;0.75177304964539;B;0.13
3145;0718-8358;revista invi;90.0;58.0;1.5517241379310345;D;0.32299999999999995
3146;0120-0534;revista latinoamericana de psicologia;183.0;166.0;1.1024096385542168;A;0.21
3147;1984-0381;revista latinoamericana de psicopatologia fundamental;64.0;107.0;0.5981308411214953;B;0.09699999999999999
3148;0185-1101;revista mexicana de astronomia y astrofisica;125.0;151.0;0.8278145695364238;C;0.146
3149;1870-3453;revista mexicana de biodiversidad;517.0;860.0;0.6011627906976744;;0.098
3150;1026-8774;revista mexicana de ciencias geologicas;165.0;183.0;0.9016393442622952;D;0.163
3151;2007-1124;revista mexicana de ciencias pecuarias;91.0;188.0;0.4840425531914894;B;0.075
3152;0717-6252;revista musical chilena;4.0;6.0;0.6666666666666666;D;0.11199999999999999
3153;0122-0268;revista mvz cordoba;82.0;152.0;0.5394736842105263;B;0.085
3154;1909-0544;revista mvz cordoba;82.0;152.0;0.5394736842105263;A;0.085
3155;1984-0462;revista paulista de pediatria;498.0;475.0;1.0484210526315791;C;0.19699999999999998
3156;1841-6624;revista romana de medicina de laborator;0.0;1.0;0.0;D;0.0
3157;1435-1528;rheologica acta;882.0;388.0;2.27319587628866;A;0.522
3158;2084-9834;rheumatology;7995.0;2004.0;3.989520958083832;D;1.0590000000000002
3159;1437-160X;rheumatology international;3656.0;1889.0;1.9354155637903647;C;0.426
3160;2036-752X;rheumatology reports;12.0;20.0;0.6;;0.098
3161;1939-8425;rice;760.0;154.0;4.9350649350649345;D;1.3840000000000001
3162;1939-8433;rice;760.0;154.0;4.9350649350649345;C;1.3840000000000001
3163;1827-3491;ricerche di matematica;70.0;90.0;0.7777777777777778;D;0.135
3164;1970-2221;ricerche di pedagogia e didattica;5.0;7.0;0.7142857142857143;B;0.122
3165;2083-3520;ring;6.0;15.0;0.4;;0.059000000000000004
3166;0035-6883;rivista italiana di paleontologia e stratigrafia;29.0;26.0;1.1153846153846154;D;0.213
3167;2039-4942;rivista italiana di paleontologia e stratigrafia;29.0;26.0;1.1153846153846154;D;0.213
3168;1434-453X;rock mechanics and rock engineering;1259.0;480.0;2.622916666666667;A;0.625
3169;1224-5984;romanian biotechnological letters;121.0;128.0;0.9453125;C;0.17300000000000001
3170;2066-8279;romanian journal of morphology and embryology;19.0;17.0;1.1176470588235294;D;0.214
3171;1221-146X;romanian journal of physics;32.0;33.0;0.9696969696969696;D;0.179
3172;1221-1451;romanian reports in physics;27.0;20.0;1.35;B;0.271
3173;1445-6354;rural and remote health;935.0;522.0;1.7911877394636015;C;0.387
3174;1572-8714;russian linguistics;23.0;51.0;0.4509803921568628;B;0.068
3175;2071-0763;sa journal of industrial psychology;394.0;173.0;2.2774566473988442;D;0.523
3176;2158-2440;sage open;658.0;538.0;1.2230483271375463;;0.239
3177;1746-1448;saline systems;49.0;14.0;3.5;A;0.898
3178;1851-8265;salud colectiva;85.0;107.0;0.794392523364486;D;0.139
3179;0185-3325;salud mental;199.0;223.0;0.8923766816143498;D;0.161
3180;0036-3634;salud publica de mexico;812.0;545.0;1.4899082568807342;D;0.307
3181;0256-9574;samj south african medical journal;60.0;49.0;1.2244897959183674;D;0.24
3182;1516-3180;sao paulo medical journal;396.0;304.0;1.3026315789473684;C;0.259
3183;1369-1643;sarcoma;693.0;213.0;3.2535211267605635;B;0.8190000000000001
3184;0104-1290;saude e sociedade;627.0;419.0;1.4964200477326968;;0.308
3185;0975-3125;saudi journal of anaesthesia;407.0;390.0;1.0435897435897437;C;0.196
3186;1319-562X;saudi journal of biological sciences;665.0;280.0;2.375;C;0.551
3187;1319-3767;saudi journal of gastroenterology;469.0;325.0;1.4430769230769231;A;0.295
3188;1998-4049;saudi journal of gastroenterology;469.0;325.0;1.4430769230769231;C;0.295
3189;0281-3432;scandinavian journal of primary health care;467.0;198.0;2.3585858585858586;D;0.547
3190;1502-7724;scandinavian journal of primary health care;467.0;198.0;2.3585858585858586;C;0.547
3191;1799-7267;scandinavian journal of surgery;439.0;225.0;1.9511111111111108;C;0.431
3192;1932-8745;scanning;436.0;268.0;1.6268656716417909;C;0.34299999999999997
3193;2090-2093;schizophrenia research and treatment;231.0;81.0;2.851851851851852;D;0.6940000000000001
3194;1941-6016;scholarpedia;219.0;144.0;1.5208333333333333;D;0.315
3195;1866-2633;school mental health;296.0;103.0;2.8737864077669903;D;0.701
3196;1471-5546;science and engineering ethics;626.0;353.0;1.773371104815864;;0.382
3197;1468-6996;science and technology of advanced materials;1939.0;398.0;4.871859296482413;B;1.3619999999999999
3198;1878-5514;science and technology of advanced materials;1939.0;398.0;4.871859296482413;D;1.3619999999999999
3199;1687-6075;science and technology of nuclear installations;201.0;245.0;0.8204081632653061;B;0.145
3200;1687-6083;science and technology of nuclear installations;201.0;245.0;0.8204081632653061;;0.145
3201;1869-1870;science china chemistry;2026.0;1253.0;1.6169193934557062;;0.34
3202;1869-1897;science china earth sciences;1950.0;975.0;2.0;A;0.444
3203;1869-1862;science china mathematics;817.0;820.0;0.996341463414634;C;0.185
3204;1869-1900;science china technological sciences;2349.0;1850.0;1.2697297297297296;C;0.251
3205;1947-2935;science of advanced materials;1197.0;804.0;1.4888059701492538;C;0.306
3206;1947-2943;science of advanced materials;1197.0;804.0;1.4888059701492538;C;0.306
3207;0350-820X;science of sintering;132.0;143.0;0.9230769230769232;;0.168
3208;1820-7413;science of sintering;132.0;143.0;0.9230769230769232;;0.168
3209;1678-992X;scientia agricola;570.0;352.0;1.619318181818182;A;0.341
3210;1886-8134;scientia marina;530.0;367.0;1.4441416893732968;C;0.295
3211;2218-0532;scientia pharmaceutica;545.0;308.0;1.7694805194805194;C;0.381
3212;2052-4463;scientific data;233.0;48.0;4.854166666666667;A;1.355
3213;1058-9244;scientific programming;105.0;79.0;1.3291139240506329;;0.266
3214;2045-2322;scientific reports;27368.0;3489.0;7.84408139868157;;2.479
3215;1992-2248;scientific research and essays;633.0;754.0;0.8395225464190982;A;0.149
3216;1588-2861;scientometrics;4297.0;1286.0;3.3413685847589423;;0.847
3217;1748-7161;scoliosis;311.0;229.0;1.3580786026200873;B;0.273
3218;1939-0122;security and communication networks;794.0;523.0;1.5181644359464628;A;0.314
3219;2190-8532;security informatics;84.0;44.0;1.9090909090909087;D;0.419
3220;1432-2137;semigroup forum;315.0;309.0;1.019417475728155;D;0.19
3221;1863-2300;seminars in immunopathology;1716.0;252.0;6.809523809523809;B;2.075
3222;1546-1971;sensor letters;601.0;866.0;0.6939953810623557;D;0.11699999999999999
3223;1546-198X;sensor letters;601.0;866.0;0.6939953810623557;C;0.11699999999999999
3224;1424-8220;sensors;14963.0;4429.0;3.3784149920975386;B;0.8590000000000001
3225;1450-698X;serbian astronomical journal;18.0;39.0;0.4615384615384616;B;0.07
3226;1820-9289;serbian astronomical journal;18.0;39.0;0.4615384615384616;D;0.07
3227;1862-8508;service business;236.0;137.0;1.7226277372262773;D;0.368
3228;1573-2762;sex roles;2088.0;615.0;3.3951219512195117;D;0.8640000000000001
3229;1158-1360;sexologies;68.0;118.0;0.576271186440678;C;0.09300000000000001
3230;1573-6717;sexuality and disability;257.0;155.0;1.6580645161290322;D;0.35100000000000003
3231;1553-6610;sexuality research and social policy;395.0;148.0;2.668918918918919;C;0.639
3232;1070-9622;shock and vibration;426.0;425.0;1.002352941176471;C;0.18600000000000005
3233;1875-9203;shock and vibration;426.0;425.0;1.002352941176471;A;0.18600000000000005
3234;1432-2153;shock waves;357.0;246.0;1.451219512195122;B;0.297
3235;0163-5808;sigmod record;1.0;2.0;0.5;;0.078
3236;1845-206X;signa vitae;21.0;63.0;0.3333333333333333;A;0.047
3237;1758-907X;silence;296.0;38.0;7.7894736842105265;;2.457
3238;1876-9918;silicon;198.0;137.0;1.4452554744525548;B;0.295
3239;0037-5330;silva fennica;528.0;255.0;2.0705882352941183;B;0.46399999999999997
3240;0037-5675;singapore medical journal;953.0;888.0;1.0731981981981982;D;0.203
3241;0037-6575;singapore medical journal;953.0;888.0;1.0731981981981982;C;0.203
3242;2044-5040;skeletal muscle;623.0;108.0;5.768518518518517;B;1.6840000000000002
3243;1432-2161;skeletal radiology;2055.0;968.0;2.1229338842975207;A;0.479
3244;1479-8425;sleep and biological rhythms;194.0;172.0;1.127906976744186;D;0.21600000000000005
3245;1522-1709;sleep and breathing;1700.0;607.0;2.8006589785831957;D;0.679
3246;1573-0913;small business economics;2007.0;422.0;4.7559241706161135;A;1.321
3247;2196-7091;smart learning environments;48.0;7.0;6.857142857142858;;2.093
3248;1432-217X;social choice and welfare;446.0;352.0;1.2670454545454546;D;0.25
3249;1573-0921;social indicators research;3062.0;1091.0;2.8065994500458293;C;0.68
3250;1573-6725;social justice research;193.0;104.0;1.8557692307692308;D;0.40399999999999997
3251;1433-9285;social psychiatry and psychiatric epidemiology;2985.0;858.0;3.4790209790209787;B;0.8909999999999999
3252;1573-1928;social psychology of education;417.0;158.0;2.6392405063291138;B;0.63
3253;1980-8194;sociedade e cultura;12.0;44.0;0.2727272727272727;B;0.036000000000000004
3254;1936-4725;society;174.0;210.0;0.8285714285714286;A;0.147
3255;1807-0337;sociologias;156.0;114.0;1.368421052631579;B;0.276
3256;1433-7479;soft computing;58.0;96.0;0.6041666666666666;A;0.099
3257;1573-1367;software quality journal;380.0;114.0;3.333333333333333;D;0.845
3258;2352-7110;softwarex;;;;D;
3259;1801-5395;soil and water research;100.0;86.0;1.162790697674419;D;0.225
3260;1805-9384;soil and water research;100.0;86.0;1.162790697674419;;0.225
3261;1349-6476;sola;307.0;211.0;1.4549763033175356;;0.298
3262;1573-093X;solar physics;3494.0;1050.0;3.327619047619048;A;0.843
3263;0104-9224;soldagem & inspecao;81.0;117.0;0.6923076923076923;;0.11699999999999999
3264;1869-9510;solid earth;499.0;190.0;2.626315789473684;A;0.626
3265;1869-9529;solid earth;499.0;190.0;2.626315789473684;D;0.626
3266;1873-930X;sophia;48.0;108.0;0.4444444444444444;C;0.067
3267;2346-0806;sophia;48.0;108.0;0.4444444444444444;D;0.067
3268;2013-8830;sort;4.0;4.0;1.0;;0.18600000000000005
3269;1751-0473;source code for biology and medicine;192.0;82.0;2.341463414634146;B;0.542
